,Incident Unique ID,Incident Date & Time,Street Name,Borough,Zip Code,Incident Description Details,Injury Count,Fatality Count
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,,,,,,,,
770,,,,,,,,
771,,,,,,,,
772,,,,,,,,
773,,,,,,,,
774,,,,,,,,
775,,,,,,,,
776,,,,,,,,
777,,,,,,,,
778,,,,,,,,
779,,,,,,,,
780,,,,,,,,
781,,,,,,,,
782,,,,,,,,
783,,,,,,,,
784,,,,,,,,
785,,,,,,,,
786,,,,,,,,
787,,,,,,,,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,,,,,,,,
793,,,,,,,,
794,,,,,,,,
795,,,,,,,,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,,,,,,,,
803,,,,,,,,
804,,,,,,,,
805,,,,,,,,
806,,,,,,,,
807,,,,,,,,
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,,,,,,,,
812,,,,,,,,
813,,,,,,,,
814,,,,,,,,
815,,,,,,,,
816,,,,,,,,
817,,,,,,,,
818,,,,,,,,
819,,,,,,,,
820,,,,,,,,
821,,,,,,,,
822,,,,,,,,
823,,,,,,,,
824,,,,,,,,
825,,,,,,,,
826,,,,,,,,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,,,,
833,,,,,,,,
834,,,,,,,,
835,,,,,,,,
836,,,,,,,,
837,,,,,,,,
838,,,,,,,,
839,,,,,,,,
840,,,,,,,,
841,,,,,,,,
842,,,,,,,,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,,
846,,,,,,,,
847,,,,,,,,
848,,,,,,,,
849,,,,,,,,
850,,,,,,,,
851,,,,,,,,
852,,,,,,,,
853,,,,,,,,
854,,,,,,,,
855,,,,,,,,
856,,,,,,,,
857,,,,,,,,
858,,,,,,,,
859,,,,,,,,
860,,,,,,,,
861,,,,,,,,
862,,,,,,,,
863,,,,,,,,
864,,,,,,,,
865,,,,,,,,
866,,,,,,,,
867,,,,,,,,
868,,,,,,,,
869,,,,,,,,
870,,,,,,,,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,,
874,,,,,,,,
875,,,,,,,,
876,,,,,,,,
877,,,,,,,,
878,,,,,,,,
879,,,,,,,,
880,,,,,,,,
881,,,,,,,,
882,,,,,,,,
883,,,,,,,,
884,,,,,,,,
885,,,,,,,,
886,,,,,,,,
887,,,,,,,,
888,,,,,,,,
889,,,,,,,,
890,,,,,,,,
891,,,,,,,,
892,,,,,,,,
893,,,,,,,,
894,,,,,,,,
895,,,,,,,,
896,,,,,,,,
897,,,,,,,,
898,,,,,,,,
899,,,,,,,,
900,,,,,,,,
901,,,,,,,,
902,,,,,,,,
903,,,,,,,,
904,,,,,,,,
905,,,,,,,,
906,,,,,,,,
907,,,,,,,,
908,,,,,,,,
0,1000000183.0,2019-03-03 13:45:00,Bedford Avenue,Brooklyn,11205.0,Mr. Willyan Ferreira was stripping plywood and then carrying plywood to a disposal area when while readjusting his grip with a swinging motion he resulted in jamming his finger into the nearby reshore post and causing an injury.,1.0,0.0
1,1000000184.0,2019-03-06 12:00:00,St Nicholas Ave.,Queens,11385.0,Alledgedly on 3/6/19  While lifting with his co-worker he made a turn and the re-bar fell of his shoulder and him in the lowwer back. he was escoerted to urgent care and has not returned to work for the last two days. Name of worker: Guido Casicana oreintation date 3/6/2019 sticker number 0047.,1.0,0.0
2,1000000186.0,2019-03-08 13:52:00,FLUSHING AVENUE,Brooklyn,11205.0,THE INCIDENT OCCURRED ON THE FOURTH FLOOR OF THE CONSTRUCTION SITE. THE WORKER FELL FROM STANDING POSITION ONTO THE FLOOR AND INJURED HIS ANKLE. HE REQUESTED MEDICAL ATTENTION AND WAS TRANSPORTED BY AMBULANCE.,1.0,0.0
3,1000000187.0,2019-03-05 14:00:00,Spring st,Manhattan,10012.0,Construction worker allegedly stepped on a nail while walking to the hoist.,1.0,0.0
4,1000000188.0,2019-03-11 14:00:00,west 34th street,Manhattan,10001.0,"While manually moving the jib attachment of a forklift by hand with a partner, it slipped out of his hands and he dropped the tip of the attachment on his right foot.",1.0,0.0
5,1000000190.0,2019-03-14 08:15:00,44 DRIVE,Queens,11101.0," WORKER CUT HIS RIGHT KNEE WHILE STRIPPING WIRES, WORKER WENT TO URGENT CARE",1.0,0.0
6,1000000192.0,2019-03-14 19:45:00,Lexington Ave,Manhattan,10022.0,"The injured worker was entering a building staircase when the worker missed a step. The injured person said this happened at 5:15 pm, the start of the night shift . The injured person continue working until 7:45 pm when the worker started to complain of back pain. The injured person stopped worked and sat down to rest. Outside evaluation  was suggested with an ambulance escort to the hospital",1.0,0.0
7,1000000197.0,2019-03-18 11:00:00,Hoyt Street,Brooklyn,11201.0,Fire sprinkler subcontractor was installing an elbow to continue to run the sprinkler line around a concrete wall when the worker hit himself in the head with his ratchet drill while trying to connect a clamp.,1.0,0.0
8,1000000203.0,2019-03-18 11:50:00,Bridge Park Drive,Brooklyn,11201.0,An interior door leaning against a wall fell over striking the employee in the lower left leg,1.0,0.0
9,1000000204.0,2019-03-19 21:30:00,34th Avenue,Queens,11106.0,"WORKER USING AN ELECTRICAL SAW GOT CUT WORKER CUT HIS HAND, WORKER WENT TO DOCTOR NYC DOB Badge #2646 reported to the site to conduct an investigation of the injury at approximately 11 AM.  Injury complaint has been resolved.",1.0,0.0
10,1000000206.0,2019-03-18 22:15:00,Penn Plaza,Manhattan,10001.0,"Mechanical Failure of a knuckle boom owned and operated by Lifting Solutions. Lifting Solutions was unloading a truck of material to build a sidewalk shed.  The incident occurred east of 1 Penn Plaza, New York, NY 10001 ",1.0,0.0
11,1000000208.0,2019-03-18 12:00:00,Hoyt Street,Brooklyn,11201.0,Worker installing overhead sprinkler pipe hits head with own tool.  Ambulance called.,1.0,0.0
12,1000000211.0,2019-03-28 11:00:00,East Houston street,Manhattan,10002.0,"Two labors went to neighboring building's rooftop to clean the roof and do flashing . The owner of  the neighboring building, despite having the permission to access their roof, started assaulting the labors. He hit the labors with shovel.",2.0,0.0
13,1000000214.0,2019-03-29 08:30:00,Mercer Street,Manhattan,10012.0,"The crafts person stated, he was putting chockers on the hooks and the two hooks came together and crushed his right pinky finger. He stopped the task and went to the safety trailer and requested the site medic. He was then sent to City MD and received 7 stiches. The crafts person did have on gloves. City MD took x-rays and nothing was broken and no nerve damage  ",1.0,0.0
14,,,,,,,,
15,,,,,,,,
16,,,,,,,,
17,,,,,,,,
18,,,,,,,,
19,,,,,,,,
20,,,,,,,,
21,,,,,,,,
22,,,,,,,,
23,,,,,,,,
24,,,,,,,,
25,,,,,,,,
26,,,,,,,,
27,,,,,,,,
28,,,,,,,,
29,,,,,,,,
30,,,,,,,,
31,,,,,,,,
32,,,,,,,,
33,,,,,,,,
34,,,,,,,,
35,,,,,,,,
36,,,,,,,,
37,,,,,,,,
38,,,,,,,,
39,,,,,,,,
40,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43,,,,,,,,
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
0,1000000860.0,2020-06-02 09:40:00,Villa Avenue,Bronx,10468.0,The worker was cutting vinyl plank when the knife blade slipped.,1.0,0.0
1,1000000862.0,2020-06-02 12:00:00,Columbus Circle,Manhattan,10019.0,Worker not wearing gloves while cutting metal studs on the 4th floor received small laceration on top of hand.,1.0,0.0
2,1000000866.0,2020-06-03 12:00:00,Graham Ave,Brooklyn,11211.0,"While backfilling on Exp # 4 in the back the excavator hit the neighbors wall, with some minor damage  DOB already inspected the site and issued a SWO.",0.0,1.0
3,1000000867.0,2020-06-02 10:00:00,E 79th Street,Manhattan,10075.0,Our labor foreman Henry Rodriguez bent over to pick up something and threw his back out.  He ended up going home.,1.0,0.0
4,1000000868.0,2020-06-05 11:00:00,Westchester Ave,Bronx,14405.0,"Allegedly while repositioning a bundle of re-bar on the east side of the site at 423 Westchester Ave, Mr. Garcia was using a tag line to guide the load when the load turned Mr. Garcia was struck  in his right knee. He was taken to City Med by the Project Super. He returned to the site 2 hours later. .",1.0,0.0
5,1000000871.0,2020-06-09 07:50:00,Beach 21st,Queens,11691.0,Worker was walking outside of the site when a pedestrian yelled and bit the worker.,1.0,0.0
6,1000000874.0,2020-06-10 08:26:00,West 28 st,Manhattan,10001.0,"A carpenter for Rogers and son ( Concrete Subcontractor) was using a 3 foot socket wrench to close up the Doka climbing form wall. As he is tightening the bolt to close the wall,  the wrench (Under pressure) slipped from under his foot, snapped up and struck the employee on the scrotum causing an open wound.",1.0,0.0
7,1000000876.0,2020-06-12 08:00:00,9th ave,Brooklyn,11220.0,"As per Mr. Higgins (Genmar Electrical Foreman) , Mr. Lee was waiting on the 1st Floor to receive a paycheck he had been owed. While waiting on 1st Floor, Mr. Lee had suddenly passed out and falling into a seizure. As per Mr. Higgins , it was said that Mr. Lee has had underlying medical conditions that seemed to be the cause. 911 was called and dispatched to site, in which EMT responded on site and transported Mr. Lee to Maimonides Medical Center Hospital next door. ",1.0,0.0
8,1000000878.0,2020-06-15 11:30:00,6 AVENUE,Manhattan,10011.0,"The worker's right foot got caught when he was getting out of the scissor lift, injuring his foot.",1.0,0.0
9,1000000880.0,2020-06-17 12:00:00,Northern Blvd,Queens,11101.0,Worker stated that he suffered a sprained left ankle. He was moving material  on a dolly cart on the roadway when a stud hit his ankle . He was seen by the Site Medic who wrap his ankle.   He was later taken  by an ambulance for further evaluation.,1.0,0.0
10,1000000881.0,2020-06-18 08:00:00,Jackson Ave,Queens,11101.0,"Worker was using a rebar bending machine, when the machine swung the rebar while he hel on to it, and lifted him off the ground. When he let go the rebar swung into his back and knocked him down. He was lifted out of the excavated site by the FDNY.",1.0,0.0
11,1000000882.0,2020-06-18 12:20:00,West 122nd Street,Manhattan,10027.0,"Worker was unloading/loading material to site when he felt tightness in his chest and shortness of breath which he thought could possibly be a heart attack. Worker was stopped, told to sit down and given water. Ambulance was called and responded within 5 minutes. Workers diagnostics were taken and no sign of heart attack but was still taken to hospital to be safe.",1.0,0.0
12,1000000884.0,2020-06-16 11:20:00,Prospect Place,Brooklyn,11238.0,"Employee Francisco Santos for Subcontractor (Magellan Concrete Structures) was bending rebar as part of the rebar handiling crew when  Mr. Santos injured his hand.  Mr. Santos was taken by private vehicle to Interfaith Medical Center addressed 1545 Atlantice Ave, Brooklyn, NY, 11213.  Mr. Santos was treated and released same day.",1.0,0.0
13,1000000885.0,2020-06-19 08:00:00,Third Avenue,Manhattan,10017.0,"Worker picked up a hollow metal door, hurt his foot while lifting the door and went to Hospital to get evaluated.",1.0,0.0
14,1000000886.0,2020-06-17 08:25:00,Tiffany Street,Bronx,10474.0,Workers were putting in the boxes for a fence post and back-filling around the box. Operator in mini excavator turned and hit the worker on the ground with the bucket while he was shoveling next to the bucket.  The bucket pushed  him about two to three feet away and he fell.  His coworkers picked him up and led him to a cool place to sit.  They gave give him water and ibuprofen.  About twenty (20) minutes later he came to the trailer to report the incident.  He had an ice pack on his shoulder and he had a bruise on his left shoulder. He left shortly and sought medical care at CityMD.,1.0,0.0
15,1000000887.0,2020-06-19 11:30:00,Corlear,Bronx,10927.0,Worker was painting and cut his shoulder while stepping up a ladder on a glass light fixture with  broken edge.  Laceration received minor stitches at clinic and worker returned home.,1.0,0.0
16,1000000888.0,2020-06-17 12:45:00,3rd Avenue,Manhattan,10016.0,2 ladies walking on sidewalk west bound about 20 feet from 3rd Ave.  Injured lady ( Rubiela Rojas) had tripped over rubber ramp tray that was running from fire hydrant to fence line.  Rubiela Rojas fell hitting nose and forehead.  2 nurses at this time stopped and helped her and called FDNY Ambulance.  Ambulance arrived around 1:10pm  Rubiela Rojas got up and walked to the ambulance.  At this time i asked ladies for contact information and they refused to give.  FDNY operator gave information.  Left site around 1:30 pm.,1.0,0.0
17,1000000889.0,2020-06-17 11:45:00,Park Ave,Manhattan,10154.0,"Worker was working in an electric closet at the time of injury.  While working in a squatting position, the worker twisted to his left and felt a sharp pain in his right knee.  The worker tried to walk it off but decided to go home.  At the time of incident the worker refused medical attention.",1.0,0.0
18,1000000891.0,2020-06-22 10:40:00,Columbus Circle,Manhattan,10019.0,"The worker was allegedly dismantling an HVAC unit alone when he lost his handle on a piece of duct work, causing it to hit him in the back of the head, knocking his hard hat off in the process. The worker immediately saw the on site medic.",1.0,0.0
19,1000000892.0,2020-06-22 10:45:00,South 5th Street,Brooklyn,11211.0,"While working in the cellar, a worker from VP was carrying terra-cotta tile to load onto an A-Frame cart. While carrying the material, the worker lost his balance and fell backwards onto the floor landing on his back. The worker was handling material to bring to the 6th floor and load onto the Mast Climber on the East elevation.",1.0,0.0
20,1000000893.0,2020-06-22 12:00:00,Ave of the Americas,Manhattan,10036.0,"An employee of Titan Industrial Services, Mr Wieslaw Wisniewski, was onsite in his roll as Packer Truck Driver operating the packer as debris was loaded into the truck by other Laborers employed by Titan Industrial Services. While lifting the mini container out of the debris area at the rear of the truck, via the truck mounted winch, the container slid and hit Mr. Wisniewski's left foot causing it to become swollen. Mr Wisniewski was transported to the hospital and the DOB was called by the sites SSM as required by DOB.",1.0,0.0
21,1000000894.0,2020-06-16 10:10:00,Ave of the Americas,Manhattan,10036.0,"A Titan worker, Mr Cristian Urdiales was working on the exterior scaffold removing the existing façade from the building at the 3rd floor at the SE corner. As part of this operation, the existing glass windows are removed and disposed of. While Mr Urdiales was holding a piece of glass that was being removed, the glass broke unexpected and cut his left wrist. Mr Urdiales walked to local urgent care facility and received first aid. He returned to work that afternoon and the following day. Jobsite SSM called the DOB to report the incident immediately after the incident.",1.0,0.0
22,1000000896.0,2020-06-24 09:40:00,Hoyt Street,Brooklyn,11201.0,Concrete worker was removing forms after concrete pour (stripping) when a brace that was used to hold the form hit worker.  Worker was sent to City MD for evaluation.,1.0,0.0
23,1000000897.0,2020-06-24 10:50:00,E 14th Street,Manhattan,10003.0,"Mr. Gomez was performing the removal of a 75' X 20' section of re-shored Doka deck left behind.  When he moved down to the remove the last section,  he went to remove someones back pack that was in his way.  While walking out of his work area he stepped on a hollow metal door frame that was placed sideways leaning against a stack of drywall.  This caused the frame to hit him on his right eyebrow. He went to CityMD Urgent care and received approximately 3 stitches.",1.0,0.0
24,1000000898.0,2020-06-22 12:00:00,Clinton Street,Brooklyn,11201.0,"The unloading procedures the men used today are used everyday. The driver hands the individual boxes of flooring weighing approximately 35 lb each. Then the two workers place the material on the ""A"" frame. When the frame is full, they roll the 'A' frame into the job.  Unlike previous delivery trucks, today's truck came with a lift gate. The workers unloading the material from the truck did not use the lift gate as intended. Instead of the ""A"" frame being flat on the floor, the lift gate was on the floor (or what seemed to be on the floor) and the ""A"" frame was placed on top of it. When the wo",1.0,0.0
25,1000000899.0,2020-06-22 10:30:00,East Houston street,Manhattan,10002.0,"Worker from Trident General Contracting was in the process of cleaning the Northeast side of the project, picked up a small Ibeam, The Ibeam slipped causing a laceration to his left middle finger.  Worker went to CityMD received stitches, a Tetanus shot and returned to work the next day.",1.0,0.0
26,1000000900.0,2020-06-25 01:00:00,West 48,Manhattan,10036.0,"Worker was Installing Concrete Form for Column along with another Worker, Area was tight one worker had to re-position his hands while setting Column form during that time the injured party lost control of  bottom of form forcing the Column form to land on top of left foot.",1.0,0.0
27,1000000901.0,2020-06-26 15:38:00,West 19th,Manhattan,10011.0,An inspecting engineer showed up to the job site and was sick. He spent the majority of the day in the bathroom. His employer arranged for a coworker to come and pick him up and take him home.  ,1.0,0.0
28,1000000912.0,2020-06-29 14:30:00,Wythe Ave,Brooklyn,11249.0,"Worker from Quicksafe - Segundo D. Asitimbay was working on removing an existing fence on N. 1st St. Mr. Asitimbay was in the middle of chipping out the concrete holding the post for the fence. The post then fell out of the hole and hit Mr. Asitimbay on his leg above his knee.  The injured refused to have have medical care on site. He then on his own accord left the site, and saw care at a local care facility to evaluate is condition. He returned to the site same day, and was back to work in the morning. Not reported initially as not escorted by an ambulance not an emergency",1.0,0.0
29,1000000916.0,2020-06-25 12:35:00,3rd Avenue,Manhattan,10016.0,Westside Windows employee started walking down the 10th-floor stairs tripped on the second riser and fell two steps. The worker felt pain in her right ankle and lower back. The worker left the project went home then later went to the doctor with a diagnosis of a bruised ankle.,1.0,0.0
30,1000000924.0,2020-06-20 12:00:00,11th avenue,Manhattan,10036.0,An employee of CMA was in the kneeling position repairing safety protection when standing he lost his balance falling back onto a curb landing on the right of the head.. Worker went home then to the emergency room at St. Luke's diagnoses contusion of the right scalp. The worker returned to within three days.,1.0,0.0
31,,,,,,,,
32,,,,,,,,
33,,,,,,,,
34,,,,,,,,
35,,,,,,,,
36,,,,,,,,
37,,,,,,,,
38,,,,,,,,
39,,,,,,,,
40,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43,,,,,,,,
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
51,,,,,,,,
52,,,,,,,,
53,,,,,,,,
54,,,,,,,,
55,,,,,,,,
56,,,,,,,,
57,,,,,,,,
58,,,,,,,,
59,,,,,,,,
60,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63,,,,,,,,
64,,,,,,,,
65,,,,,,,,
66,,,,,,,,
67,,,,,,,,
68,,,,,,,,
69,,,,,,,,
70,,,,,,,,
71,,,,,,,,
72,,,,,,,,
73,,,,,,,,
74,,,,,,,,
75,,,,,,,,
76,,,,,,,,
77,,,,,,,,
78,,,,,,,,
79,,,,,,,,
80,,,,,,,,
81,,,,,,,,
82,,,,,,,,
83,,,,,,,,
84,,,,,,,,
85,,,,,,,,
86,,,,,,,,
87,,,,,,,,
88,,,,,,,,
89,,,,,,,,
90,,,,,,,,
91,,,,,,,,
92,,,,,,,,
93,,,,,,,,
94,,,,,,,,
95,,,,,,,,
96,,,,,,,,
97,,,,,,,,
98,,,,,,,,
99,,,,,,,,
100,,,,,,,,
101,,,,,,,,
102,,,,,,,,
103,,,,,,,,
104,,,,,,,,
105,,,,,,,,
106,,,,,,,,
107,,,,,,,,
108,,,,,,,,
109,,,,,,,,
110,,,,,,,,
111,,,,,,,,
112,,,,,,,,
113,,,,,,,,
114,,,,,,,,
115,,,,,,,,
116,,,,,,,,
117,,,,,,,,
118,,,,,,,,
119,,,,,,,,
120,,,,,,,,
121,,,,,,,,
122,,,,,,,,
123,,,,,,,,
124,,,,,,,,
125,,,,,,,,
126,,,,,,,,
127,,,,,,,,
128,,,,,,,,
129,,,,,,,,
130,,,,,,,,
131,,,,,,,,
132,,,,,,,,
133,,,,,,,,
134,,,,,,,,
135,,,,,,,,
136,,,,,,,,
137,,,,,,,,
138,,,,,,,,
139,,,,,,,,
140,,,,,,,,
141,,,,,,,,
142,,,,,,,,
143,,,,,,,,
144,,,,,,,,
145,,,,,,,,
146,,,,,,,,
147,,,,,,,,
148,,,,,,,,
149,,,,,,,,
150,,,,,,,,
151,,,,,,,,
152,,,,,,,,
153,,,,,,,,
154,,,,,,,,
155,,,,,,,,
156,,,,,,,,
157,,,,,,,,
158,,,,,,,,
159,,,,,,,,
160,,,,,,,,
161,,,,,,,,
162,,,,,,,,
163,,,,,,,,
164,,,,,,,,
165,,,,,,,,
166,,,,,,,,
167,,,,,,,,
168,,,,,,,,
169,,,,,,,,
170,,,,,,,,
171,,,,,,,,
172,,,,,,,,
173,,,,,,,,
174,,,,,,,,
175,,,,,,,,
176,,,,,,,,
177,,,,,,,,
178,,,,,,,,
179,,,,,,,,
180,,,,,,,,
181,,,,,,,,
182,,,,,,,,
183,,,,,,,,
184,,,,,,,,
185,,,,,,,,
186,,,,,,,,
187,,,,,,,,
188,,,,,,,,
189,,,,,,,,
190,,,,,,,,
191,,,,,,,,
192,,,,,,,,
193,,,,,,,,
194,,,,,,,,
195,,,,,,,,
196,,,,,,,,
197,,,,,,,,
198,,,,,,,,
199,,,,,,,,
200,,,,,,,,
201,,,,,,,,
202,,,,,,,,
203,,,,,,,,
204,,,,,,,,
205,,,,,,,,
206,,,,,,,,
207,,,,,,,,
208,,,,,,,,
209,,,,,,,,
210,,,,,,,,
211,,,,,,,,
212,,,,,,,,
213,,,,,,,,
214,,,,,,,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,,,,
232,,,,,,,,
233,,,,,,,,
234,,,,,,,,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,,,,,,,,
239,,,,,,,,
240,,,,,,,,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,,,,
245,,,,,,,,
246,,,,,,,,
247,,,,,,,,
248,,,,,,,,
249,,,,,,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,,
255,,,,,,,,
256,,,,,,,,
257,,,,,,,,
258,,,,,,,,
259,,,,,,,,
260,,,,,,,,
261,,,,,,,,
262,,,,,,,,
263,,,,,,,,
264,,,,,,,,
265,,,,,,,,
266,,,,,,,,
267,,,,,,,,
268,,,,,,,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,,,,,,,
275,,,,,,,,
276,,,,,,,,
277,,,,,,,,
278,,,,,,,,
279,,,,,,,,
280,,,,,,,,
281,,,,,,,,
282,,,,,,,,
283,,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,,,,,,,,
288,,,,,,,,
289,,,,,,,,
290,,,,,,,,
291,,,,,,,,
292,,,,,,,,
293,,,,,,,,
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,,,,,,,,
300,,,,,,,,
301,,,,,,,,
302,,,,,,,,
303,,,,,,,,
304,,,,,,,,
305,,,,,,,,
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,,
311,,,,,,,,
312,,,,,,,,
313,,,,,,,,
314,,,,,,,,
315,,,,,,,,
316,,,,,,,,
317,,,,,,,,
318,,,,,,,,
319,,,,,,,,
320,,,,,,,,
321,,,,,,,,
322,,,,,,,,
323,,,,,,,,
324,,,,,,,,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,,
331,,,,,,,,
332,,,,,,,,
333,,,,,,,,
334,,,,,,,,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,,,
339,,,,,,,,
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,,,,,,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,,
352,,,,,,,,
353,,,,,,,,
354,,,,,,,,
355,,,,,,,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,,
359,,,,,,,,
360,,,,,,,,
361,,,,,,,,
362,,,,,,,,
363,,,,,,,,
364,,,,,,,,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,,,,,,,,
370,,,,,,,,
371,,,,,,,,
372,,,,,,,,
373,,,,,,,,
374,,,,,,,,
375,,,,,,,,
376,,,,,,,,
377,,,,,,,,
378,,,,,,,,
379,,,,,,,,
380,,,,,,,,
381,,,,,,,,
382,,,,,,,,
383,,,,,,,,
384,,,,,,,,
385,,,,,,,,
386,,,,,,,,
387,,,,,,,,
388,,,,,,,,
389,,,,,,,,
390,,,,,,,,
391,,,,,,,,
392,,,,,,,,
393,,,,,,,,
394,,,,,,,,
395,,,,,,,,
396,,,,,,,,
397,,,,,,,,
398,,,,,,,,
399,,,,,,,,
400,,,,,,,,
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,,,,,,,,
405,,,,,,,,
406,,,,,,,,
407,,,,,,,,
408,,,,,,,,
409,,,,,,,,
410,,,,,,,,
411,,,,,,,,
412,,,,,,,,
413,,,,,,,,
414,,,,,,,,
415,,,,,,,,
416,,,,,,,,
417,,,,,,,,
418,,,,,,,,
419,,,,,,,,
420,,,,,,,,
421,,,,,,,,
422,,,,,,,,
423,,,,,,,,
424,,,,,,,,
425,,,,,,,,
426,,,,,,,,
427,,,,,,,,
428,,,,,,,,
429,,,,,,,,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,,,
436,,,,,,,,
437,,,,,,,,
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,,,,,,,,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,,
478,,,,,,,,
479,,,,,,,,
480,,,,,,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
493,,,,,,,,
494,,,,,,,,
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,,,,,,,,
499,,,,,,,,
500,,,,,,,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,,
504,,,,,,,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,,,,,,,,
509,,,,,,,,
510,,,,,,,,
511,,,,,,,,
512,,,,,,,,
513,,,,,,,,
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,,,,
545,,,,,,,,
546,,,,,,,,
547,,,,,,,,
548,,,,,,,,
549,,,,,,,,
550,,,,,,,,
551,,,,,,,,
552,,,,,,,,
553,,,,,,,,
554,,,,,,,,
555,,,,,,,,
556,,,,,,,,
557,,,,,,,,
558,,,,,,,,
559,,,,,,,,
560,,,,,,,,
561,,,,,,,,
562,,,,,,,,
563,,,,,,,,
564,,,,,,,,
565,,,,,,,,
566,,,,,,,,
567,,,,,,,,
568,,,,,,,,
569,,,,,,,,
570,,,,,,,,
571,,,,,,,,
572,,,,,,,,
573,,,,,,,,
574,,,,,,,,
575,,,,,,,,
576,,,,,,,,
577,,,,,,,,
578,,,,,,,,
579,,,,,,,,
580,,,,,,,,
581,,,,,,,,
582,,,,,,,,
583,,,,,,,,
584,,,,,,,,
585,,,,,,,,
586,,,,,,,,
587,,,,,,,,
588,,,,,,,,
589,,,,,,,,
590,,,,,,,,
